sku,name,description,materials,image1,image2,image3,image4,color,brand,size,qty,price,category,Season,size_system,ean,Gender,Manufacturer,ID
11116-M,"Mesh tartan mini skirt","This skirt from Ottolinger new collection comes in a regular fit. The mesh mini skirt, here in multicolour, is made of recycled polyester and spandex and features an elastic waistband with Ottolinger logo.","90% Recycled polyester 10% Spandex",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11116_mini_gonna_mesh_tartan_vrients_vrnts_ottolinger_shop_online_ss22_4_1.jpg?v=1653905261,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11116_mini_gonna_mesh_tartan_vrients_vrnts_ottolinger_shop_online_ss22_3_1.jpg?v=1653905262,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11116_mini_gonna_mesh_tartan_vrients_vrnts_ottolinger_shop_online_ss22_5_1.jpg?v=1653905262,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11116_mini_gonna_mesh_tartan_vrients_vrnts_ottolinger_shop_online_ss22_1_1.jpg?v=1653905262,Multicolor,Ottolinger,M,1,174.00,Skirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,5059107514199,Women,Ottolinger,42867671793876
11340,"Origami bag","This bag is from Coperni new collection. The bag, here in black, is made of leather and features a zip closure.","100% Leather",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11340_origami_bag_vrients_vrnts_coperni_online_ss22_2_1.jpg?v=1657035474,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11340_origami_bag_vrients_vrnts_coperni_online_ss22_3_1.jpg?v=1657035474,"","",Black,Coperni,"Default Title",2,417.00,Handbags,S/S2022,"","",Women,Coperni,42867697516756
10899-40,"Minaar sneakers","These hiking low boots are from ROA new collection. The sneakers, here in black, feature a mesh upper with rubber and reflective details, mesh lining, magnetic buckle fastening, Vibram® rubber sole and embroidered ROA logo.","Mesh - Rubber",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10899_minaar_vrients_vrnts_roa_shop_online_ss22_2.jpg?v=1654002070,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10899_minaar_vrients_vrnts_roa_shop_online_ss22_3.jpg?v=1654002070,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10899_minaar_vrients_vrnts_roa_shop_online_ss22_4.jpg?v=1654002070,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10899_minaar_vrients_vrnts_roa_shop_online_ss22_5.jpg?v=1654002070,Black,ROA,40,1,168.00,Sneakers,S/S2022,"",2000212548114,Men,ROA,42868719026388
10899-41,"Minaar sneakers","These hiking low boots are from ROA new collection. The sneakers, here in black, feature a mesh upper with rubber and reflective details, mesh lining, magnetic buckle fastening, Vibram® rubber sole and embroidered ROA logo.","Mesh - Rubber",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10899_minaar_vrients_vrnts_roa_shop_online_ss22_2.jpg?v=1654002070,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10899_minaar_vrients_vrnts_roa_shop_online_ss22_3.jpg?v=1654002070,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10899_minaar_vrients_vrnts_roa_shop_online_ss22_4.jpg?v=1654002070,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10899_minaar_vrients_vrnts_roa_shop_online_ss22_5.jpg?v=1654002070,Black,ROA,41,0,168.00,Sneakers,S/S2022,"",2000212548138,Men,ROA,42868719059156
10899-44,"Minaar sneakers","These hiking low boots are from ROA new collection. The sneakers, here in black, feature a mesh upper with rubber and reflective details, mesh lining, magnetic buckle fastening, Vibram® rubber sole and embroidered ROA logo.","Mesh - Rubber",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10899_minaar_vrients_vrnts_roa_shop_online_ss22_2.jpg?v=1654002070,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10899_minaar_vrients_vrnts_roa_shop_online_ss22_3.jpg?v=1654002070,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10899_minaar_vrients_vrnts_roa_shop_online_ss22_4.jpg?v=1654002070,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10899_minaar_vrients_vrnts_roa_shop_online_ss22_5.jpg?v=1654002070,Black,ROA,44,0,168.00,Sneakers,S/S2022,"",2000212548190,Men,ROA,42868719091924
10901-40,"Andreas boots","These hiking boots are from ROA new collection. The hiking boots, here in black, feature a leather upper with rubber overlays, lace fastening with hooks, black Vibram rubber sole, a pull tab, spare green laces.","Leather - Rubber",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10901_andreas_vrients_vrnts_roa_shop_online_ss22_2.jpg?v=1653984005,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10901_andreas_vrients_vrnts_roa_shop_online_ss22_3.jpg?v=1653984005,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10901_andreas_vrients_vrnts_roa_shop_online_ss22_4.jpg?v=1653984005,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10901_andreas_vrients_vrnts_roa_shop_online_ss22_5.jpg?v=1653984005,Black,ROA,40,1,273.00,Boots,S/S2022,"",2000212568112,Men,ROA,42870993191124
10901-42,"Andreas boots","These hiking boots are from ROA new collection. The hiking boots, here in black, feature a leather upper with rubber overlays, lace fastening with hooks, black Vibram rubber sole, a pull tab, spare green laces.","Leather - Rubber",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10901_andreas_vrients_vrnts_roa_shop_online_ss22_2.jpg?v=1653984005,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10901_andreas_vrients_vrnts_roa_shop_online_ss22_3.jpg?v=1653984005,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10901_andreas_vrients_vrnts_roa_shop_online_ss22_4.jpg?v=1653984005,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10901_andreas_vrients_vrnts_roa_shop_online_ss22_5.jpg?v=1653984005,Black,ROA,42,1,273.00,Boots,S/S2022,"",2000212568150,Men,ROA,42870993223892
10901-45,"Andreas boots","These hiking boots are from ROA new collection. The hiking boots, here in black, feature a leather upper with rubber overlays, lace fastening with hooks, black Vibram rubber sole, a pull tab, spare green laces.","Leather - Rubber",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10901_andreas_vrients_vrnts_roa_shop_online_ss22_2.jpg?v=1653984005,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10901_andreas_vrients_vrnts_roa_shop_online_ss22_3.jpg?v=1653984005,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10901_andreas_vrients_vrnts_roa_shop_online_ss22_4.jpg?v=1653984005,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10901_andreas_vrients_vrnts_roa_shop_online_ss22_5.jpg?v=1653984005,Black,ROA,45,0,273.00,Boots,S/S2022,"",2000212568211,Men,ROA,42870993256660
"11011-10,5","XT-4 sneakers","These sneakers are from Salomon new collection. These sturdy trail running shoes that guarantee a stable and cushioned stride suitable for different types of terrain, here in multicolour, feature a mesh upper with TPU overlays, lace fastening and a Contagrip rubber sole.","Textile upper - Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11011_xt_4_vrients_vrnts_salomon_shop_online_ss22_2.jpg?v=1653984715,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11011_xt_4_vrients_vrnts_salomon_shop_online_ss22_3.jpg?v=1653984716,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11011_xt_4_vrients_vrnts_salomon_shop_online_ss22_4.jpg?v=1653984716,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11011_xt_4_vrients_vrnts_salomon_shop_online_ss22_5.jpg?v=1653984716,Multicolor,"Salomon Lab",10.5,1,156.00,Sneakers,S/S2022,"",0193128876364,Men,"Salomon Lab",42871015669972
11011-8,"XT-4 sneakers","These sneakers are from Salomon new collection. These sturdy trail running shoes that guarantee a stable and cushioned stride suitable for different types of terrain, here in multicolour, feature a mesh upper with TPU overlays, lace fastening and a Contagrip rubber sole.","Textile upper - Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11011_xt_4_vrients_vrnts_salomon_shop_online_ss22_2.jpg?v=1653984715,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11011_xt_4_vrients_vrnts_salomon_shop_online_ss22_3.jpg?v=1653984716,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11011_xt_4_vrients_vrnts_salomon_shop_online_ss22_4.jpg?v=1653984716,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11011_xt_4_vrients_vrnts_salomon_shop_online_ss22_5.jpg?v=1653984716,Multicolor,"Salomon Lab",8,0,156.00,Sneakers,S/S2022,"",0193128876319,Men,"Salomon Lab",42887378796756
11011-9,"XT-4 sneakers","These sneakers are from Salomon new collection. These sturdy trail running shoes that guarantee a stable and cushioned stride suitable for different types of terrain, here in multicolour, feature a mesh upper with TPU overlays, lace fastening and a Contagrip rubber sole.","Textile upper - Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11011_xt_4_vrients_vrnts_salomon_shop_online_ss22_2.jpg?v=1653984715,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11011_xt_4_vrients_vrnts_salomon_shop_online_ss22_3.jpg?v=1653984716,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11011_xt_4_vrients_vrnts_salomon_shop_online_ss22_4.jpg?v=1653984716,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11011_xt_4_vrients_vrnts_salomon_shop_online_ss22_5.jpg?v=1653984716,Multicolor,"Salomon Lab",9,1,156.00,Sneakers,S/S2022,"",0193128876333,Men,"Salomon Lab",42887378829524
"11011-9,5","XT-4 sneakers","These sneakers are from Salomon new collection. These sturdy trail running shoes that guarantee a stable and cushioned stride suitable for different types of terrain, here in multicolour, feature a mesh upper with TPU overlays, lace fastening and a Contagrip rubber sole.","Textile upper - Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11011_xt_4_vrients_vrnts_salomon_shop_online_ss22_2.jpg?v=1653984715,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11011_xt_4_vrients_vrnts_salomon_shop_online_ss22_3.jpg?v=1653984716,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11011_xt_4_vrients_vrnts_salomon_shop_online_ss22_4.jpg?v=1653984716,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11011_xt_4_vrients_vrnts_salomon_shop_online_ss22_5.jpg?v=1653984716,Multicolor,"Salomon Lab",9.5,0,156.00,Sneakers,S/S2022,"",0193128876340,Men,"Salomon Lab",42887378862292
"11007-6,5","X-Mission 4 sneakers","These sneakers are from Salomon new collection. The X-Mission 4 shoes, here in vanilla white, feature a suede, ripstop textile and mesh upper, molded EVA sockliner, rubber sole All Terrain Contagrip for durability and safety.","Mesh and suede upper - Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_2.jpg?v=1653985292,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_3.jpg?v=1653985292,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_4.jpg?v=1653985292,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_5.jpg?v=1653985292,White,"Salomon Lab",6.5,1,104.00,Sneakers,S/S2022,"",0193128920258,Men,"Salomon Lab",42871040278740
11007-8,"X-Mission 4 sneakers","These sneakers are from Salomon new collection. The X-Mission 4 shoes, here in vanilla white, feature a suede, ripstop textile and mesh upper, molded EVA sockliner, rubber sole All Terrain Contagrip for durability and safety.","Mesh and suede upper - Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_2.jpg?v=1653985292,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_3.jpg?v=1653985292,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_4.jpg?v=1653985292,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_5.jpg?v=1653985292,White,"Salomon Lab",8,1,104.00,Sneakers,S/S2022,"",0193128920289,Men,"Salomon Lab",42871040311508
11007-9,"X-Mission 4 sneakers","These sneakers are from Salomon new collection. The X-Mission 4 shoes, here in vanilla white, feature a suede, ripstop textile and mesh upper, molded EVA sockliner, rubber sole All Terrain Contagrip for durability and safety.","Mesh and suede upper - Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_2.jpg?v=1653985292,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_3.jpg?v=1653985292,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_4.jpg?v=1653985292,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_5.jpg?v=1653985292,White,"Salomon Lab",9,1,104.00,Sneakers,S/S2022,"",0193128920302,Men,"Salomon Lab",42871040344276
"11007-9,5","X-Mission 4 sneakers","These sneakers are from Salomon new collection. The X-Mission 4 shoes, here in vanilla white, feature a suede, ripstop textile and mesh upper, molded EVA sockliner, rubber sole All Terrain Contagrip for durability and safety.","Mesh and suede upper - Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_2.jpg?v=1653985292,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_3.jpg?v=1653985292,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_4.jpg?v=1653985292,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_5.jpg?v=1653985292,White,"Salomon Lab",9.5,1,104.00,Sneakers,S/S2022,"",0193128920319,Men,"Salomon Lab",42871040377044
"11007-10,5","X-Mission 4 sneakers","These sneakers are from Salomon new collection. The X-Mission 4 shoes, here in vanilla white, feature a suede, ripstop textile and mesh upper, molded EVA sockliner, rubber sole All Terrain Contagrip for durability and safety.","Mesh and suede upper - Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_2.jpg?v=1653985292,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_3.jpg?v=1653985292,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_4.jpg?v=1653985292,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11007_x-mission_4_suede_vrients_vrnts_salomon_shop_online_ss22_5.jpg?v=1653985292,White,"Salomon Lab",10.5,0,104.00,Sneakers,S/S2022,"",0193128920333,Men,"Salomon Lab",42871040409812
"11002-7,5","Techsonic LTR Advanced sneakers","These sneakers are from Salomon new collection. The Techsonic Leather Advanced sneakers, here in beige, feature a leather and mesh upper, convertible heel so that the shoe can be worn as a slipper, Contagrip rubber sole.","Leather, mesh upper - Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11002_techsonic_ltr_adv_vrients_vrnts_salomon_shop_online_ss22_2.jpg?v=1653985889,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11002_techsonic_ltr_adv_vrients_vrnts_salomon_shop_online_ss22_3.jpg?v=1653985889,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11002_techsonic_ltr_adv_vrients_vrnts_salomon_shop_online_ss22_4.jpg?v=1653985889,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11002_techsonic_ltr_adv_vrients_vrnts_salomon_shop_online_ss22_5.jpg?v=1653985889,Brown,"Salomon Lab",7.5,0,130.00,Sneakers,S/S2022,"",0193128901875,Men,"Salomon Lab",42871059644628
11002-8,"Techsonic LTR Advanced sneakers","These sneakers are from Salomon new collection. The Techsonic Leather Advanced sneakers, here in beige, feature a leather and mesh upper, convertible heel so that the shoe can be worn as a slipper, Contagrip rubber sole.","Leather, mesh upper - Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11002_techsonic_ltr_adv_vrients_vrnts_salomon_shop_online_ss22_2.jpg?v=1653985889,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11002_techsonic_ltr_adv_vrients_vrnts_salomon_shop_online_ss22_3.jpg?v=1653985889,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11002_techsonic_ltr_adv_vrients_vrnts_salomon_shop_online_ss22_4.jpg?v=1653985889,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11002_techsonic_ltr_adv_vrients_vrnts_salomon_shop_online_ss22_5.jpg?v=1653985889,Brown,"Salomon Lab",8,0,130.00,Sneakers,S/S2022,"",0193128901882,Men,"Salomon Lab",42871059677396
11002-9,"Techsonic LTR Advanced sneakers","These sneakers are from Salomon new collection. The Techsonic Leather Advanced sneakers, here in beige, feature a leather and mesh upper, convertible heel so that the shoe can be worn as a slipper, Contagrip rubber sole.","Leather, mesh upper - Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11002_techsonic_ltr_adv_vrients_vrnts_salomon_shop_online_ss22_2.jpg?v=1653985889,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11002_techsonic_ltr_adv_vrients_vrnts_salomon_shop_online_ss22_3.jpg?v=1653985889,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11002_techsonic_ltr_adv_vrients_vrnts_salomon_shop_online_ss22_4.jpg?v=1653985889,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11002_techsonic_ltr_adv_vrients_vrnts_salomon_shop_online_ss22_5.jpg?v=1653985889,Brown,"Salomon Lab",9,0,130.00,Sneakers,S/S2022,"",0193128901905,Men,"Salomon Lab",42871059710164
"11002-9,5","Techsonic LTR Advanced sneakers","These sneakers are from Salomon new collection. The Techsonic Leather Advanced sneakers, here in beige, feature a leather and mesh upper, convertible heel so that the shoe can be worn as a slipper, Contagrip rubber sole.","Leather, mesh upper - Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11002_techsonic_ltr_adv_vrients_vrnts_salomon_shop_online_ss22_2.jpg?v=1653985889,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11002_techsonic_ltr_adv_vrients_vrnts_salomon_shop_online_ss22_3.jpg?v=1653985889,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11002_techsonic_ltr_adv_vrients_vrnts_salomon_shop_online_ss22_4.jpg?v=1653985889,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11002_techsonic_ltr_adv_vrients_vrnts_salomon_shop_online_ss22_5.jpg?v=1653985889,Brown,"Salomon Lab",9.5,0,130.00,Sneakers,S/S2022,"",0193128901912,Men,"Salomon Lab",42871059742932
11275,"AirPods Case","This AirPods case is from Off-White c/o Virgil Abloh new collection and it is made of silicone.",Silicone,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11275_arrow_airpods_case_vrients_vrnts_off_white_online_ss_22_2.jpg?v=1653986736,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11275_arrow_airpods_case_vrients_vrnts_off_white_online_ss_22_3.jpg?v=1653986737,"","",Yellow,Off-White,"Default Title",2,60.00,Accessories,S/S2022,"","",Genderless,Off-White,42871096377556
11115-38,"Flower Heels sandals","These sandals are from Ottolinger new collection. The heeled sandals, here in red and orange, are made of leather and feature a neoprene padding.","Neoprene, leather, polyurethane",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11115_tacchi_flowe_vrients_vrnts_otto_linger_shop_online_ss22_2.jpg?v=1653987481,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11115_tacchi_flowe_vrients_vrnts_otto_linger_shop_online_ss22_3.jpg?v=1653987481,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11115_tacchi_flowe_vrients_vrnts_otto_linger_shop_online_ss22_4.jpg?v=1653987481,"",Orange,Ottolinger,38,0,501.00,Sandals,S/S2022,"",5059107512584,Women,Ottolinger,42871162011860
11153-39,"Penny loafers","These moccasins are from Paciotti new collection. The penny loafers, here in black, feature a leather upper, leather lining and a rubber sole. This item from Paciotti collection is made in Italy.","100% Leather - 100% Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_2.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_3.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_4.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_5.jpg?v=1653988096,Black,Paciotti,39,1,287.00,Moccasins,S/S2022,"","",Men,Paciotti,42871202316500
11153-40,"Penny loafers","These moccasins are from Paciotti new collection. The penny loafers, here in black, feature a leather upper, leather lining and a rubber sole. This item from Paciotti collection is made in Italy.","100% Leather - 100% Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_2.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_3.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_4.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_5.jpg?v=1653988096,Black,Paciotti,40,1,287.00,Moccasins,S/S2022,"","",Men,Paciotti,42871202349268
11153-41,"Penny loafers","These moccasins are from Paciotti new collection. The penny loafers, here in black, feature a leather upper, leather lining and a rubber sole. This item from Paciotti collection is made in Italy.","100% Leather - 100% Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_2.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_3.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_4.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_5.jpg?v=1653988096,Black,Paciotti,41,0,287.00,Moccasins,S/S2022,"","",Men,Paciotti,42871202382036
11153-42,"Penny loafers","These moccasins are from Paciotti new collection. The penny loafers, here in black, feature a leather upper, leather lining and a rubber sole. This item from Paciotti collection is made in Italy.","100% Leather - 100% Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_2.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_3.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_4.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_5.jpg?v=1653988096,Black,Paciotti,42,1,287.00,Moccasins,S/S2022,"","",Men,Paciotti,42871202414804
11153-43,"Penny loafers","These moccasins are from Paciotti new collection. The penny loafers, here in black, feature a leather upper, leather lining and a rubber sole. This item from Paciotti collection is made in Italy.","100% Leather - 100% Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_2.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_3.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_4.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_5.jpg?v=1653988096,Black,Paciotti,43,1,287.00,Moccasins,S/S2022,"","",Men,Paciotti,42871202447572
11153-44,"Penny loafers","These moccasins are from Paciotti new collection. The penny loafers, here in black, feature a leather upper, leather lining and a rubber sole. This item from Paciotti collection is made in Italy.","100% Leather - 100% Rubber sole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_2.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_3.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_4.jpg?v=1653988096,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11153_saddle_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_5.jpg?v=1653988096,Black,Paciotti,44,1,287.00,Moccasins,S/S2022,"","",Men,Paciotti,42871202480340
11155-40,"Diamond toe slippers","These slippers are from Paciotti new collection. The slippers, here in black, are made of leather and feature a diamond cut detail at toe. This item from Paciotti collection is made in Italy.","100% Leather",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11155_baby_lux_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_2.jpg?v=1653988631,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11155_baby_lux_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_3.jpg?v=1653988631,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11155_baby_lux_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_4.jpg?v=1653988631,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11155_baby_lux_black_vrients_vrnts_mattia_paciotti_shop_online_ss22_5.jpg?v=1653988631,Black,Paciotti,40,1,336.00,Slippers,S/S2022,"","",Men,Paciotti,42871233970388
